# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 627K of event 'cycles:ppp'
# Event count (approx.): 433495634427
#
# Overhead  Command          Shared Object                   Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ...............  ..............................  ................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] mempool_alloc
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __update_load_avg_se.isra.38
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] attempt_merge
     0.00%  read_bottleneck  libc-2.27.so                    [.] _IO_default_xsputn
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] find_next_bit
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::CompactionJob::Run
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] update_min_vruntime
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] cfq_init_prio_data.isra.80
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] blk_queue_bounce
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] __elv_add_request
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] futex_wait
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] rb_next
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] generic_make_request_checks
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_inode_block_valid
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] timerqueue_add
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] decay_load
     0.00%  rocksdb:low0     libstdc++.so.6.0.25             [.] std::ios_base::ios_base
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __fget
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] put_cpu_partial
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] copyin
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] handle_mm_fault
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] mb_find_buddy
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::Compaction::Compaction
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] native_irq_return_iret
     0.00%  rocksdb:low0     libstdc++.so.6.0.25             [.] __dynamic_cast
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] blk_queue_bio
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] uncharge_page
     0.00%  rocksdb:low0     libc-2.27.so                    [.] __tzfile_compute
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] page_counter_try_charge
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] elv_rqhash_find
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] finish_task_switch
     0.00%  rocksdb:low0     libc-2.27.so                    [.] _IO_vsscanf
     0.00%  read_bottleneck  libc-2.27.so                    [.] vfprintf
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_assign
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::FlushJob::Run
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, rocksdb::stl_wrappers::LessOfComparator, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::find
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] do_numa_page
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] blk_peek_request
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] scsi_setup_cmnd
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::WritableFileWriter::Close
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] __cgroup_account_cputime
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] __kmalloc
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] bio_clone_fast
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __d_lookup_rcu
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] __do_page_fault
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::CompactionJob::RecordDroppedKeys
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] cfq_group_service_tree_add
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] try_to_release_page
     0.00%  rocksdb:high0    libsnappy.so.1.1.7              [.] snappy::ByteArraySource::Skip
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] ata_scsi_rw_xlat
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] ext4_free_blocks
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] __calc_delta
     0.00%  rocksdb:high0    libc-2.27.so                    [.] __tzset_parse_tz
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] lru_cache_add
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] blk_rq_merge_ok
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] from_kprojid
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] native_queued_spin_lock_slowpath
     0.00%  rocksdb:low0     libstdc++.so.6.0.25             [.] std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<long>
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTable::NewIterator
     0.00%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::WBWIIteratorImpl::~WBWIIteratorImpl
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::MergingIterator::SetPinnedItersMgr
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_find_before_node
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_find_before_node
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_ext_map_blocks
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] dequeue_entity
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] __ext4_new_inode
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] should_numa_migrate_memory
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] find_vma
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __pagevec_release
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] policy_node
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __follow_mount_rcu.isra.27
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] tick_program_event
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] alloc_pages_vma
     0.00%  rocksdb:low0     libc-2.27.so                    [.] _IO_fwrite
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::WritableFileWriter::SyncInternal
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::CompactionJob::OpenCompactionOutputFile
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] lru_cache_add
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] smp_call_function_single
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] unaccount_page_cache_page
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] sync_regs
     0.00%  rocksdb:low0     libc-2.27.so                    [.] _IO_file_xsputn@@GLIBC_2.2.5
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] std::_Rb_tree_insert_and_rebalance
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_insert_unique<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >
     0.00%  rocksdb:low0     libc-2.27.so                    [.] _IO_str_init_static_internal
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] update_rq_clock
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] link_path_walk
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] common_file_perm
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTableBuilder::BlockBasedTablePropertiesCollector::InternalAdd
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] wbc_account_io
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] swapgs_restore_regs_and_return_to_usermode
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::PosixLogger::Logv
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] down_write
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] pick_next_task_fair
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] __cxxabiv1::__vmi_class_type_info::__do_dyncast
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] list_lru_add
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] operator new@plt
     0.00%  rocksdb:low0     libstdc++.so.6.0.25             [.] std::ostream::_M_insert<unsigned long>
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] cfq_allow_rq_merge
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTableIterator::SeekImpl
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] bio_associate_blkcg
     0.00%  rocksdb:low0     libstdc++.so.6.0.25             [.] std::ostream::_M_insert<long>
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] blk_update_request
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] list_lru_add
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] io_schedule_prepare
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::ThreadStatusUpdater::IncreaseThreadOperationProperty
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] __intel_pmu_disable_all
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] mempool_alloc_slab
     0.00%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::ColumnFamilyData::InstallSuperVersion
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] std::_Sp_counted_ptr_inplace<rocksdb::FragmentedRangeTombstoneList, std::allocator<rocksdb::FragmentedRangeTombstoneList>, (__gnu_cxx::_Lock_policy)2>::_M_get_deleter
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] refill_stock
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] ext4_inode_block_valid
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] autoremove_wake_function
     0.00%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::SuperVersion::~SuperVersion
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] timekeeping_update
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] _raw_read_lock_irqsave
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] ata_tf_to_fis
     0.00%  read_bottleneck  libc-2.27.so                    [.] __lll_unlock_wake_private
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] scsi_prep_fn
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] scsi_io_completion
     0.00%  read_bottleneck  libpthread-2.27.so              [.] __libc_fcntl
     0.00%  read_bottleneck  libc-2.27.so                    [.] __offtime
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] timerqueue_del
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::CompactionIterator::CompactionIterator
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] scsi_init_sgtable
     0.00%  read_bottleneck  [vdso]                          [.] 0x0000000000000979
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] ext4_ext_insert_extent
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] __cgroup_account_cputime_field
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] std::vector<unsigned int, std::allocator<unsigned int> >::_M_realloc_insert<unsigned int>
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] put_io_context
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::CompactionPicker::SetupOtherInputs
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] hrtimer_forward
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] blk_account_io_done
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] cpu_load_update_active
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] fprop_reflect_period_percpu.isra.4
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] __mem_cgroup_threshold
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] pick_next_entity
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] cfq_dispatch_requests
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] scsi_old_exit_rq
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> > >::_M_insert_unique<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> >
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] sd_uninit_command
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] notifier_call_chain
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] link_path_walk
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] mempool_free
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] add_timer
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::PosixRandomAccessFile::Hint
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTableBuilder::BlockBasedTablePropertiesCollector::Finish
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] exit_to_usermode_loop
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::(anonymous namespace)::PosixEnv::GetBackgroundThreads
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_get_reserved_space
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] set_next_entity
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] clear_wb_congested
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] move_freepages_block
     0.00%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::DBImpl::CreateWAL
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] cfq_remove_request
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] ext4_mb_regular_allocator
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] bio_split
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] cgroup_cpu_stat_updated
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::WritableFileWriter::WriteBuffered
     0.00%  rocksdb:low0     libstdc++.so.6.0.25             [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::reserve
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] pfn_pte
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] get_device
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] calc_global_load
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] sd_done
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] mb_find_order_for_block
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] mb_find_extent
     0.00%  rocksdb:high0    libc-2.27.so                    [.] _IO_fwrite
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] blk_stat_add
     0.00%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::DBImpl::ScheduleFlushes
     0.00%  rocksdb:low0     libstdc++.so.6.0.25             [.] std::locale::locale@plt
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::CompactionJob::Install
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] irq_chip_ack_parent
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] vfs_unlink
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] try_to_wake_up
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] sd_init_command
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __mem_cgroup_threshold
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] update_cfs_rq_h_load
     0.00%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::DBImpl::InstallSuperVersionAndScheduleWork
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] __ptep_modify_prot_start
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::CompactionRangeDelAggregator::AddTombstones
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] alloc_request_size
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] SYSC_newstat
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] bio_disassociate_task
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] tick_do_update_jiffies64.part.11
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] enqueue_hrtimer
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] __ata_qc_complete
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] __virt_addr_valid
     0.00%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::MemTable::~MemTable
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] ext4_ext_map_blocks
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] rcu_irq_enter
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::PosixWritableFile::GetFileSize
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::DBImpl::PurgeObsoleteFiles
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] cfq_idle_slice_timer
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] cpumask_next
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] elv_completed_request
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] apparmor_file_free_security
     0.00%  rocksdb:low0     libstdc++.so.6.0.25             [.] std::_Rb_tree_insert_and_rebalance
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] rebalance_domains
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] scsi_unprep_fn
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] journal_end_buffer_io_sync
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] vfs_statx_fd
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::VersionBuilder::Rep::SaveTo
     0.00%  rocksdb:high0    libc-2.27.so                    [.] fdatasync
     0.00%  rocksdb:high0    libsnappy.so.1.1.7              [.] snappy::Source::~Source
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] sg_pool_alloc
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] free_request_size
     0.00%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::WriteController::GetDelay
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] __enqueue_entity
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTableBuilder::WriteFooter
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] account_process_tick
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] update_vsyscall
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] mb_mark_used
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] futex_wake
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::TableProperties::~TableProperties
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] tick_sched_timer
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __kernel_fpu_begin
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] select_task_rq_fair
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] common_interrupt
     0.00%  rocksdb:high0    libpthread-2.27.so              [.] __pthread_mutex_unlock
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] std::basic_streambuf<char, std::char_traits<char> >::xsputn
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> > >::_M_insert_unique<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> >
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::CompactionJob::UpdateCompactionStats
     0.00%  rocksdb:low0     libstdc++.so.6.0.25             [.] std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<unsigned long>
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __jbd2_journal_file_buffer
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::WritableFileWriter::Close
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] radix_tree_clear_tags
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::TableCache::NewIterator
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::LRUCache::Value
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __fsnotify_parent
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::EventHelpers::LogAndNotifyTableFileCreationFinished
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] pagevec_lookup_range_tag
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::VersionBuilder::Rep::CheckConsistencyDetails
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::Version::UpdateAccumulatedStats
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] dequeue_task_fair
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] call_rcu_sched
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] rb_next
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::ThreadPoolImpl::Impl::BGThread
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::NewMergingIterator
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] jbd2_trans_will_send_data_barrier
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] clear_page_erms
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> > >::_M_erase
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __perf_event_task_sched_out
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] scsi_init_command
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] __es_insert_extent
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_setattr
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] ext4_mb_unload_buddy.isra.23
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] do_futex
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __x86_indirect_thunk_r12
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::find
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] ext4_ext_remove_space
     0.00%  rocksdb:low0     libc-2.27.so                    [.] __tz_compute
     0.00%  rocksdb:low0     libc-2.27.so                    [.] __snprintf_chk
